lat,lon,cs2_rfb,is2_fb_wm,is2_fb_mean,is2_fb_std,is2_fb_unc_mean,n_is2,n_strong,n_weak,date,year_month,snow_thickness,snow_thickness_unc
-66.7639196,-8.9530184,0.21,0.21434643801314354,0.21450837,0.07145169,0.012675074,583,322,261,20240801,202408,0.0034419291409906443,0.025790523806884125
-66.7611321,-8.9538478,0.101,0.22464874540379476,0.22492263,0.06920891,0.012779917,657,353,304,20240801,202408,0.09791701130104169,0.02602093584954201
-66.7555572,-8.9555062,0.111,0.2336019149115944,0.23357746,0.06587067,0.012980197,750,394,356,20240801,202408,0.0970880298762782,0.026079708350460255
-66.7471948,-8.9579927,-0.918,0.24218044171272415,0.24131034,0.06429338,0.013379742,758,404,354,20240801,202408,0.9187428554284867,0.03976719835492285
-66.7416198,-8.9596497,-0.433,0.25069848528775884,0.24981238,0.059904095,0.013693373,719,403,316,20240801,202408,0.5414184518557357,0.0315624274115857
-66.7388323,-8.960478,-0.527,0.2544341035589753,0.25372177,0.055788964,0.013841101,697,402,295,20240801,202408,0.6188149479344036,0.033090664440037
-66.7360448,-8.9613061,-0.457,0.2523548306210959,0.25108546,0.055187516,0.014001926,676,400,276,20240801,202408,0.5617356224646556,0.03202452433907133
-66.7332574,-8.9621341,-0.171,0.24443130177548136,0.24184673,0.06891716,0.013875918,661,407,254,20240801,202408,0.3289786025561071,0.028304434854179484
-66.7304699,-8.962962,-0.025,0.2403235848800147,0.23760805,0.07766965,0.013770617,654,416,238,20240801,202408,0.21010882378376308,0.02703010892896544
-66.72768239999999,-8.9637896,0.135,0.2391858957627876,0.23741385,0.08298855,0.013635315,628,404,224,20240801,202408,0.08250444838319354,0.02623505446428479
-66.724895,-8.9646172,0.23900000000000002,0.2321697105186272,0.23089889,0.08537546,0.013288099,602,395,207,20240801,202408,-0.005408882477156482,0.025983663388935378
-66.72210749999999,-8.9654446,0.079,0.2255506971424027,0.22523917,0.08944829,0.013314367,579,389,190,20240801,202408,0.11605298720505895,0.026267741945313363
-66.7109577,-8.9687527,0.032,0.1841467888297832,0.18802223,0.094887964,0.013401716,538,397,141,20240801,202408,0.12048451274302922,0.02631693882304699
-66.7081702,-8.969579399999999,-0.092,0.1753956181806401,0.18085226,0.093833104,0.013491909,533,401,132,20240801,202408,0.21174965974575286,0.026955590869664633
-66.7053827,-8.970405999999999,-0.187,0.17034045260606884,0.17771901,0.09193304,0.013528917,539,405,134,20240801,202408,0.2829766612017235,0.027658677125033043
-66.7025953,-8.9712324,0.016,0.16923238199904184,0.17871825,0.091490455,0.013604057,548,411,137,20240801,202408,0.1213441901968966,0.02638618612226184
-66.6998078,-8.9720586,-0.292,0.16859834937224394,0.179385,0.09054539,0.013664158,559,421,138,20240801,202408,0.36474623040808496,0.028706807368606018
-66.69702029999999,-8.9728847,-0.036000000000000004,0.16498176397038422,0.17517847,0.08791483,0.013646571,580,427,153,20240801,202408,0.15915675965594914,0.026614402378938005
-66.6942328,-8.9737107,0.089,0.1605148614252621,0.16959465,0.08716343,0.013584452,576,435,141,20240801,202408,0.056632369956540744,0.02614481372119605
-66.6914453,-8.9745365,-0.037,0.16041494003240162,0.1688856,0.086293295,0.013562814,581,439,142,20240801,202408,0.1563322041887365,0.02656957049170096
-66.6886579,-8.9753622,0.11800000000000001,0.15820908366761377,0.16444531,0.08459795,0.013502931,600,446,154,20240801,202408,0.03184143346565195,0.026073271691193955
-66.6858704,-8.976187699999999,0.138,0.15655994585491734,0.16033308,0.08275308,0.013469497,622,452,170,20240801,202408,0.014697556550920638,0.02604601214015572
-66.6830829,-8.9770132,0.133,0.15563897862951756,0.15695985,0.082282245,0.013433282,623,453,170,20240801,202408,0.01792772841383379,0.026036450245943345
-66.671933,-8.980313299999999,-0.10200000000000001,0.15689012253985632,0.14754094,0.08242215,0.013446933,621,451,170,20240801,202408,0.20501418733913981,0.026885593707552995
-66.6691456,-8.981138,-0.127,0.1574966449422823,0.14582315,0.08154968,0.013457617,616,447,169,20240801,202408,0.2252919033424093,0.027062305709105765
-66.6663581,-8.9819625,-0.108,0.1592101226233001,0.14639895,0.08097869,0.0134705175,605,436,169,20240801,202408,0.21160276645924972,0.02694764428261358
-66.6635706,-8.982786899999999,-0.203,0.16330692835778426,0.15190522,0.07906765,0.013732104,578,409,169,20240801,202408,0.2900771821543954,0.027799955325630926
-66.6524207,-8.9860831,0.138,0.16798350759428016,0.16531879,0.0708567,0.014065732,550,395,155,20240801,202408,0.023743835348804893,0.026250007401939227
-66.6496332,-8.9869067,0.08600000000000001,0.16764939608909593,0.1673038,0.0696687,0.014085653,548,393,155,20240801,202408,0.0646578726979455,0.026330429198665337
-66.6468457,-8.987730299999999,0.11900000000000001,0.1668976486220502,0.1684975,0.06968373,0.014101623,541,386,155,20240801,202408,0.03792998130391607,0.026279929445170016
-66.6440582,-8.988553699999999,-0.14300000000000002,0.16758295839342968,0.1722838,0.06929913,0.014171745,516,371,145,20240801,202408,0.24594956420792846,0.027480471651329646
-66.64127069999999,-8.9893769,-0.152,0.17188539927739974,0.18201412,0.07004862,0.014294306,521,388,133,20240801,202408,0.25648372086365107,0.027623132126570443
-66.6301208,-8.992668499999999,-0.006,0.1833379776481931,0.19875148,0.07591112,0.014376039,628,446,182,20240801,202408,0.14993608577710268,0.02679720789629476
-66.6273334,-8.9934911,-0.051000000000000004,0.1802245643268947,0.19298309,0.07993196,0.01447592,624,444,180,20240801,202408,0.18310592804106324,0.0270506699948519
-66.6245459,-8.994313499999999,0.021,0.1771448663177148,0.18677087,0.07852379,0.014501044,637,448,189,20240801,202408,0.12365057639607965,0.026695423309010587
-66.6217585,-8.995135699999999,0.08600000000000001,0.17512427199464353,0.1820739,0.07781181,0.014431449,644,445,199,20240801,202408,0.07057720092183645,0.02646381375247411
-66.5381354,-9.0197372,-0.5660000000000001,0.18539886040226264,0.18535057,0.060088422,0.014930199,156,153,3,20240801,202408,0.5950301433737006,0.032919526513189065
-66.535348,-9.0205551,-0.04,0.17980487371608864,0.18019956,0.061697386,0.014929603,156,153,3,20240801,202408,0.1740627147764151,0.027141160163795988
-66.5325605,-9.0213728,0.14,0.17396420194903986,0.17468548,0.0636532,0.01494735,156,153,3,20240801,202408,0.02689613335917384,0.026557000101511883
-66.5130483,-9.027092999999999,0.041,0.14033124633931496,0.14346822,0.06724954,0.013995718,289,238,51,20240801,202408,0.07866006839447287,0.026341199863471252
-66.51026089999999,-9.0279096,0.194,0.14847602828282813,0.15481028,0.06914217,0.013529059,463,388,75,20240801,202408,-0.03605027482116142,0.026087634795015982
-66.5074734,-9.0287261,0.109,0.16034023699935102,0.16934872,0.07104569,0.013466132,674,489,185,20240801,202408,0.04065615506285058,0.026074472695304187
-66.50468599999999,-9.0295424,0.136,0.16817856818738783,0.17841308,0.06701768,0.013392419,855,560,295,20240801,202408,0.025482096195689304,0.026029998622967405
-66.499111,-9.0311746,0.10300000000000001,0.17735957007974207,0.18955533,0.060322464,0.013402681,1096,681,415,20240801,202408,0.058885084843046456,0.02609126302091292
-66.4795989,-9.036883,0.052000000000000005,0.18665802769348566,0.19471152,0.059155013,0.013078732,1854,1078,776,20240801,202408,0.10663522364404328,0.02615045399988323
-66.4768115,-9.0376979,0.17300000000000001,0.18879449855700356,0.19415973,0.059843734,0.013044904,1921,1121,800,20240801,202408,0.012507608456922843,0.0259089001163459
-66.4740241,-9.0385127,0.171,0.19122731672611806,0.19346917,0.06089353,0.013002726,2023,1174,849,20240801,202408,0.01601794174290317,0.0258976730873053
-66.4712366,-9.0393274,0.046,0.19406424104275233,0.19391356,0.06056505,0.012892451,2142,1233,909,20240801,202408,0.11725155735400128,0.02614115741852406
-66.4684492,-9.0401419,0.131,0.1960089827275765,0.19372363,0.06057362,0.012834875,2260,1292,968,20240801,202408,0.05148038725033417,0.025894702037371688
-66.4628743,-9.0417705,-0.128,0.19622901381380806,0.18908553,0.06109652,0.012714185,2540,1423,1117,20240801,202408,0.2567558280195694,0.027137143689039352
-66.4600868,-9.0425846,-0.169,0.19471258182706552,0.1848196,0.06302884,0.012613756,2698,1499,1199,20240801,202408,0.28802272816266566,0.0274424430304638
-66.4545119,-9.0442123,0.17,0.1927126093250484,0.18117262,0.06441483,0.012445442,3070,1678,1392,20240801,202408,0.017986036305457382,0.025726790978053853
-66.4517245,-9.045026,0.16,0.19034435301324523,0.17894062,0.06494217,0.012323222,3264,1771,1493,20240801,202408,0.02402958758067225,0.02569516641788574
-66.44614949999999,-9.046653,-0.419,0.18982255581692742,0.1796514,0.064035855,0.012107583,3678,1973,1705,20240801,202408,0.4821244638073426,0.030091121144903737
-66.443362,-9.047466199999999,0.08,0.17282732031487077,0.18259074,0.06316249,0.012035332,3876,2066,1810,20240801,202408,0.07350963200341269,0.025710255232209395
-66.44057459999999,-9.0482794,-0.113,0.16604956932826948,0.18724108,0.06769328,0.012003211,4065,2149,1916,20240801,202408,0.2209783831144996,0.026591036934942105
-66.4322122,-9.0507179,-0.148,0.16968480128249955,0.19422151,0.06946178,0.011892685,4501,2344,2157,20240801,202408,0.2515734888838834,0.026850033021324708
-66.4294247,-9.0515305,-0.20600000000000002,0.1706519822465774,0.19196332,0.069383904,0.011826493,4643,2410,2233,20240801,202408,0.29826939433763167,0.027339736354198983
-66.4238498,-9.053155199999999,-0.041,0.170871449848494,0.19077706,0.07200766,0.011766394,4945,2536,2409,20240801,202408,0.16778026401670543,0.026103353458198114
-66.4210623,-9.0539673,-0.01,0.17232154017755155,0.19152114,0.07502526,0.01175107,5100,2597,2503,20240801,202408,0.14437979335486859,0.02594858697937513
-66.4182749,-9.0547794,-0.105,0.17408362219866175,0.19159749,0.0747368,0.011704081,5240,2656,2584,20240801,202408,0.22100534946409048,0.0265075252977571
-66.4154874,-9.0555912,0.065,0.17684577262901854,0.19224232,0.0738125,0.011630416,5381,2718,2663,20240801,202408,0.08857027822421598,0.025644190175216432
-66.4127,-9.056403,0.08700000000000001,0.1790599679514537,0.19126537,0.07455407,0.011547563,5531,2782,2749,20240801,202408,0.07290196833650511,0.025567720437255536
-66.40991249999999,-9.0572146,0.082,0.18162003766459556,0.19114503,0.07446275,0.011519156,5647,2830,2817,20240801,202408,0.07888876124023364,0.025578731470614798
-66.3430144,-9.0766513,-0.021,0.19441147360283229,0.18704037,0.06865911,0.0113750445,4840,2418,2422,20240801,202408,0.17058359651173013,0.026013891525944046
-66.3207151,-9.0831126,-0.001,0.19517279711694874,0.18754694,0.067381695,0.011662183,4653,2320,2333,20240801,202408,0.15534855553550742,0.02599130872612666
-66.31792759999999,-9.0839197,0.152,0.1950840733241259,0.18714629,0.06746374,0.011667121,4628,2307,2321,20240801,202408,0.03411812777231684,0.025514696915048003
-66.3151402,-9.0847266,0.107,0.18852187941293633,0.18655527,0.06727168,0.011687983,4600,2293,2307,20240801,202408,0.06455689268573579,0.025583682536324332
-66.3123528,-9.0855333,-0.004,0.16474956795367338,0.18741895,0.06717919,0.0116872,4574,2280,2294,20240801,202408,0.13363219576879456,0.025868660692830798
-66.3095654,-9.08634,0.185,0.18007127999310601,0.19072212,0.064439274,0.011672595,4552,2268,2284,20240801,202408,-0.003903036226034343,0.025492125490944182
-66.306778,-9.0871465,0.161,0.1865361148650286,0.19128045,0.06390144,0.011656366,4527,2255,2272,20240801,202408,0.020221960519358144,0.025495745969740392
-66.3039905,-9.0879529,-0.036000000000000004,0.19030636541927554,0.19134884,0.06268374,0.011620979,4503,2242,2261,20240801,202408,0.17921122343694085,0.02614390958430908
-66.301203,-9.088759099999999,0.186,0.19091661906958557,0.19042845,0.060499903,0.011578398,4474,2227,2247,20240801,202408,0.003893453535879974,0.02546517103464927
-66.29841549999999,-9.0895652,0.133,0.19257758292804797,0.18984805,0.05938167,0.011498897,4437,2208,2229,20240801,202408,0.04717928064537715,0.025489097545136785
-66.295628,-9.0903712,-0.012,0.19464464497133788,0.18925919,0.057956383,0.011449214,4403,2188,2215,20240801,202408,0.16364117541897244,0.02598647707909727
-66.2928405,-9.0911771,0.129,0.19608790083682107,0.18876633,0.056512572,0.011377472,4399,2184,2215,20240801,202408,0.05312667526831671,0.025467461753018276
-66.290053,-9.0919828,0.168,0.19764569182059744,0.19061951,0.054042593,0.011309211,4359,2163,2196,20240801,202408,0.023476320212914594,0.025400509038692856
